filename,width,height,class,xmin,ymin,xmax,ymax
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,people,756,442,814,558
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,people,541,422,599,557
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,people,674,442,702,524
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,people,636,436,665,524
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,people,713,448,740,521
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,traffic light,707,350,733,416
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,traffic light,1279,325,1307,400
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,traffic light,649,330,679,405
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,traffic light,680,353,704,407
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,traffic light,1244,344,1267,407
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,car,1658,460,1759,552
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,car,0,351,346,827
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,car,1460,465,1515,517
frame_13_png.rf.734f0de2f23fd04115c8193148f20891.jpg,1824,940,car,1374,446,1413,494
frame_10_png.rf.b0394f85db9da1d82e2a0c9fd4fab2a9.jpg,1824,940,people,985,449,1007,508
frame_10_png.rf.b0394f85db9da1d82e2a0c9fd4fab2a9.jpg,1824,940,truck,1519,457,1822,689
frame_10_png.rf.b0394f85db9da1d82e2a0c9fd4fab2a9.jpg,1824,940,traffic light,1152,398,1167,433
frame_10_png.rf.b0394f85db9da1d82e2a0c9fd4fab2a9.jpg,1824,940,traffic light,853,395,869,433
frame_10_png.rf.b0394f85db9da1d82e2a0c9fd4fab2a9.jpg,1824,940,traffic light,871,401,889,437
frame_10_png.rf.b0394f85db9da1d82e2a0c9fd4fab2a9.jpg,1824,940,car,948,462,989,491
frame_10_png.rf.b0394f85db9da1d82e2a0c9fd4fab2a9.jpg,1824,940,car,742,443,859,542
frame_10_png.rf.b0394f85db9da1d82e2a0c9fd4fab2a9.jpg,1824,940,people,905,450,922,504
frame_10_png.rf.b0394f85db9da1d82e2a0c9fd4fab2a9.jpg,1824,940,people,874,454,890,497
frame_16_png.rf.e5867c48b5cb85246ed16c0e5a8865b9.jpg,1824,940,people,235,409,295,647
frame_16_png.rf.e5867c48b5cb85246ed16c0e5a8865b9.jpg,1824,940,people,517,420,561,547
frame_16_png.rf.e5867c48b5cb85246ed16c0e5a8865b9.jpg,1824,940,car,1444,468,1467,491
frame_16_png.rf.e5867c48b5cb85246ed16c0e5a8865b9.jpg,1824,940,car,1513,468,1570,514
frame_16_png.rf.e5867c48b5cb85246ed16c0e5a8865b9.jpg,1824,940,car,1475,468,1512,498
frame_16_png.rf.e5867c48b5cb85246ed16c0e5a8865b9.jpg,1824,940,people,159,367,247,696
frame_16_png.rf.e5867c48b5cb85246ed16c0e5a8865b9.jpg,1824,940,car,1129,447,1224,485
frame_16_png.rf.e5867c48b5cb85246ed16c0e5a8865b9.jpg,1824,940,car,1601,439,1691,519
frame_16_png.rf.e5867c48b5cb85246ed16c0e5a8865b9.jpg,1824,940,car,5,351,93,654
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,truck,1377,290,1565,577
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,traffic light,1149,410,1160,439
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,traffic light,897,410,909,440
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,traffic light,911,414,925,442
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,995,466,1026,492
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,1331,466,1374,497
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,912,463,938,490
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,1704,474,1760,536
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,820,444,904,527
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,people,940,452,955,500
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,people,1034,455,1053,508
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,1759,437,1821,540
frame_8_png.rf.fcf4e066921a91cd38df3cbaadd16bfd.jpg,1824,940,truck,1281,363,1389,524
frame_8_png.rf.fcf4e066921a91cd38df3cbaadd16bfd.jpg,1824,940,traffic light,1130,416,1141,441
frame_8_png.rf.fcf4e066921a91cd38df3cbaadd16bfd.jpg,1824,940,car,0,448,63,545
frame_8_png.rf.fcf4e066921a91cd38df3cbaadd16bfd.jpg,1824,940,car,1005,464,1038,491
frame_8_png.rf.fcf4e066921a91cd38df3cbaadd16bfd.jpg,1824,940,car,1626,443,1720,513
frame_8_png.rf.fcf4e066921a91cd38df3cbaadd16bfd.jpg,1824,940,car,823,481,889,524
frame_8_png.rf.fcf4e066921a91cd38df3cbaadd16bfd.jpg,1824,940,car,1035,465,1088,489
frame_8_png.rf.fcf4e066921a91cd38df3cbaadd16bfd.jpg,1824,940,car,855,458,906,508
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,truck,1239,396,1322,507
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,traffic light,1103,422,1112,442
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,car,88,414,284,514
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,car,998,463,1027,486
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,car,1490,451,1613,517
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,car,860,456,915,509
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,car,926,462,945,483
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,people,1048,456,1071,498
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,people,948,453,963,488
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,620,437,676,602
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,365,406,428,605
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,585,440,620,546
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,538,432,576,548
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,605,305,640,397
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,498,265,542,376
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1355,298,1386,387
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,541,299,578,377
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1434,261,1473,368
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1417,301,1441,371
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,car,1624,467,1717,539
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,car,1521,449,1603,510
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,car,1409,445,1458,498
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,car,1462,463,1497,493
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1610,357,1645,432
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1664,352,1699,426
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,678,430,726,511
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,487,427,523,504
frame_15_png.rf.371aba02decab50d0a6393a39a7f786d.jpg,1824,940,people,339,399,415,656
frame_15_png.rf.371aba02decab50d0a6393a39a7f786d.jpg,1824,940,people,449,419,499,572
frame_15_png.rf.371aba02decab50d0a6393a39a7f786d.jpg,1824,940,people,533,419,595,590
frame_15_png.rf.371aba02decab50d0a6393a39a7f786d.jpg,1824,940,people,615,432,649,496
frame_15_png.rf.371aba02decab50d0a6393a39a7f786d.jpg,1824,940,people,503,436,542,571
frame_15_png.rf.371aba02decab50d0a6393a39a7f786d.jpg,1824,940,traffic light,399,196,462,348
frame_15_png.rf.371aba02decab50d0a6393a39a7f786d.jpg,1824,940,traffic light,1577,208,1627,346
