filename,width,height,class,xmin,ymin,xmax,ymax
21_png.rf.92be5d7fba6155dc74e36c0bde027343.jpg,1824,940,people,204,408,287,690
21_png.rf.92be5d7fba6155dc74e36c0bde027343.jpg,1824,940,people,449,415,504,598
21_png.rf.92be5d7fba6155dc74e36c0bde027343.jpg,1824,940,people,47,403,99,649
21_png.rf.92be5d7fba6155dc74e36c0bde027343.jpg,1824,940,people,198,426,243,636
21_png.rf.92be5d7fba6155dc74e36c0bde027343.jpg,1824,940,car,1568,481,1651,539
21_png.rf.92be5d7fba6155dc74e36c0bde027343.jpg,1824,940,car,1500,474,1553,507
21_png.rf.92be5d7fba6155dc74e36c0bde027343.jpg,1824,940,truck,1142,464,1249,505
21_png.rf.92be5d7fba6155dc74e36c0bde027343.jpg,1824,940,truck,1725,445,1811,554
21_png.rf.92be5d7fba6155dc74e36c0bde027343.jpg,1824,940,traffic light,0,111,87,332
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,634,444,689,591
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,393,432,443,582
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,496,443,528,551
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,451,443,482,551
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,590,448,623,548
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,1584,492,1693,587
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,1479,484,1554,552
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,623,478,694,520
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,1452,480,1485,531
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,1432,467,1454,518
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,13,429,392,767
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,truck,1451,450,1526,531
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,traffic light,1196,353,1225,417
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,traffic light,556,371,582,429
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,traffic light,1233,345,1265,415
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,traffic light,526,359,555,426
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,truck,1239,396,1322,507
frame_7_png.rf.0636d8ad65023425df9dc74430ce2ac0.jpg,1824,940,traffic light,1103,422,1112,442
