filename,width,height,class,xmin,ymin,xmax,ymax
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,620,437,676,602
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,365,406,428,605
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,585,440,620,546
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,538,432,576,548
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,605,305,640,397
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,498,265,542,376
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1355,298,1386,387
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,541,299,578,377
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1434,261,1473,368
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1417,301,1441,371
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,car,1624,467,1717,539
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,car,1521,449,1603,510
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,car,1409,445,1458,498
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,car,1462,463,1497,493
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1610,357,1645,432
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,traffic light,1664,352,1699,426
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,678,430,726,511
frame_14_png.rf.b3da6547af386a3542a418db1dd67d57.jpg,1824,940,people,487,427,523,504
