filename,width,height,class,xmin,ymin,xmax,ymax
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,person,833,454,868,539
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,person,675,454,696,517
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,car,528,448,677,571
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,car,1238,478,1281,517
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,car,766,478,811,515
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,car,1299,468,1332,489
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,car,1278,477,1301,506
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,car,576,439,626,454
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,car,1794,490,1823,537
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,truck,1289,296,1587,619
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,traffic light,658,407,681,446
16_png.rf.c0c1ff26508979dd862dcd3d13f9d0a9.jpg,1824,940,traffic light,1036,401,1069,440
