filename,width,height,class,xmin,ymin,xmax,ymax
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,people,137,412,195,636
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,people,261,434,304,587
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,people,466,437,511,582
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,people,423,440,459,569
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,people,331,433,369,590
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,people,366,426,435,653
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,car,1685,491,1768,586
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,car,1570,477,1608,512
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,car,457,474,539,515
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,car,504,474,539,515
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,car,1512,452,1564,534
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,truck,1609,432,1712,549
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,traffic light,310,290,351,398
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,traffic light,385,317,422,408
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,traffic light,1393,282,1438,384
20_png.rf.d46e5a766a401ccbe5995ce5444eee9e.jpg,1824,940,traffic light,1477,258,1526,376

