filename,width,height,class,xmin,ymin,xmax,ymax
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,634,444,689,591
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,393,432,443,582
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,496,443,528,551
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,451,443,482,551
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,people,590,448,623,548
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,1584,492,1693,587
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,1479,484,1554,552
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,623,478,694,520
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,1452,480,1485,531
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,1432,467,1454,518
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,car,13,429,392,767
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,truck,1451,450,1526,531
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,traffic light,1196,353,1225,417
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,traffic light,556,371,582,429
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,traffic light,1233,345,1265,415
19_png.rf.b5b8ab5860fe2192575f7f077c20cf7f.jpg,1824,940,traffic light,526,359,555,426
