filename,width,height,class,xmin,ymin,xmax,ymax
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,people,741,449,789,563
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,people,660,450,689,532
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,people,577,449,611,541
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,people,516,440,543,510
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,people,560,452,583,527
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,people,610,447,640,530
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,car,310,442,574,645
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,car,1417,484,1486,544
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,car,1378,480,1427,529
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,truck,1370,444,1434,486
18_png.rf.e3fbd770f7ded4263241b3957821a4c8.jpg,1824,940,traffic light,617,386,653,437
