filename,width,height,class,xmin,ymin,xmax,ymax
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,car,181,424,369,513
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,car,990,465,1019,489
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,car,1466,453,1533,517
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,car,843,457,913,512
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,Truck,1221,405,1302,509
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,Person,1046,457,1063,497
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,traffic light,907,427,917,451
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,traffic light,918,430,928,452
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,traffic light,1088,430,1099,452
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,car,1442,466,1480,511
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,car,1524,385,1602,547
frame_540_png.rf.dfbe278f40afc450cdb6e5a651b49053.jpg,1820,940,traffic light,1111,434,1120,460
