filename,width,height,class,xmin,ymin,xmax,ymax
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,car,103,476,229,551
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,car,876,476,920,508
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,car,737,460,834,536
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,Person,1018,459,1038,516
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,traffic light,804,424,824,457
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,traffic light,1070,421,1084,451
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,traffic light,1080,421,1096,452
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,Truck,1217,390,1309,536
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,car,1561,433,1697,540
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,car,1538,466,1593,535
Frame_540_png.rf.0398530263de13ea551fe67eb20e1e5c.jpg,1820,940,car,1698,412,1785,590
