filename,width,height,class,xmin,ymin,xmax,ymax
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,truck,1377,290,1565,577
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,traffic light,1149,410,1160,439
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,traffic light,897,410,909,440
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,traffic light,911,414,925,442
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,995,466,1026,492
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,1331,466,1374,497
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,912,463,938,490
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,1704,474,1760,536
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,820,444,904,527
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,people,940,452,955,500
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,people,1034,455,1053,508
frame_9_png.rf.de6765ce67d7cacf02dfe57e095645c1.jpg,1824,940,car,1759,437,1821,540
